Student_ID,First_Name,Last_Name,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S3368,Ahmed,Johnson,1,18,3,68.29,60.4,59.8,68.76,57.73,5.84,52.63,56.87,3.0,9.6,0,1,1,1,5,8.5
S3369,Emma,Smith,0,18,0,89.68,43.89,89.84,59.63,68.13,1.71,58.0,60.12,3.0,16.9,1,1,4,0,9,5.6
S3370,Maria,Williams,0,23,2,86.9,70.33,69.24,51.53,51.04,8.65,62.59,70.8,4.0,22.7,0,1,4,1,10,8.8
S3371,Maria,Brown,1,19,2,96.27,76.1,50.48,78.33,87.65,2.54,87.55,79.18,4.0,25.7,1,1,1,2,2,7.4
S3372,Liam,Brown,0,22,2,52.93,40.35,44.66,79.93,89.78,2.27,58.68,66.11,1.0,13.6,0,1,1,1,2,8.5
S3373,Maria,Davis,1,19,1,,45.73,81.98,57.09,70.57,8.95,56.53,57.06,4.0,20.3,0,1,2,0,1,5.0
S3374,Sara,Williams,0,22,1,84.96,52.44,91.91,80.09,99.23,1.79,96.38,97.02,1.0,16.9,1,0,3,1,8,6.5
S3375,Maria,Johnson,0,23,3,63.96,60.88,88.45,97.6,83.95,8.79,84.44,75.74,3.0,29.2,0,1,4,1,1,6.8
S3376,John,Smith,0,22,1,66.7,72.46,79.34,98.91,87.19,8.03,73.67,87.09,0.0,27.1,0,1,2,0,6,4.4
S3377,Liam,Davis,0,20,1,77.34,57.63,48.48,94.42,59.62,3.1,54.75,84.72,1.0,27.1,0,1,4,2,2,6.5
S3378,Ali,Johnson,1,21,2,55.12,56.57,45.64,90.35,91.87,0.34,92.59,64.24,0.0,19.5,0,1,1,0,9,8.3
S3379,Maria,Jones,1,24,2,,92.16,60.7,60.47,97.25,0.83,55.41,77.99,4.0,15.9,1,1,4,2,4,4.3
S3380,Emma,Brown,0,21,1,66.26,48.7,91.29,57.82,61.82,1.1,80.55,80.11,0.0,21.3,0,1,4,1,10,7.2
S3381,Ali,Jones,1,18,1,81.64,69.73,97.7,72.25,84.32,8.91,83.38,67.59,3.0,9.0,1,1,3,2,5,8.9
S3382,Sara,Brown,0,20,1,91.7,97.17,54.48,,87.35,4.04,70.01,83.54,4.0,27.1,0,1,4,1,2,6.6
S3383,Emma,Brown,0,21,2,58.56,77.5,85.73,92.53,65.26,0.33,95.56,89.53,1.0,11.8,0,1,4,1,5,5.5
S3384,Ali,Jones,0,23,1,96.54,83.03,74.43,61.6,73.75,5.57,52.54,68.21,4.0,25.7,0,1,0,1,7,6.9
S3385,Emma,Jones,0,22,2,76.53,65.87,41.91,73.98,54.88,2.08,90.91,50.75,0.0,12.5,0,1,2,0,5,6.7
S3386,Sara,Johnson,0,22,2,96.15,41.2,72.57,,58.65,2.35,77.69,67.47,4.0,18.1,1,1,4,1,1,4.5
S3387,Liam,Davis,0,19,0,60.39,78.77,88.36,72.28,53.08,1.61,80.56,55.84,1.0,24.3,0,1,4,1,9,5.1
S3388,John,Davis,1,19,1,80.23,77.92,56.57,72.71,78.01,7.62,99.34,57.78,0.0,14.8,0,1,2,0,2,7.3
S3389,Sara,Jones,1,22,1,,46.63,93.84,61.26,81.26,0.01,79.13,68.3,0.0,14.0,0,1,4,2,4,7.0
S3390,Sara,Johnson,0,23,2,88.71,67.73,54.18,99.33,95.81,4.39,89.85,60.38,4.0,27.2,0,1,1,2,6,5.7
S3391,Emma,Davis,1,22,0,80.3,94.92,44.59,73.76,77.11,0.87,57.68,96.74,1.0,6.7,0,1,4,0,1,8.9
S3392,Liam,Johnson,0,19,1,74.73,52.31,49.6,76.64,63.03,5.52,90.46,82.64,2.0,26.0,0,1,1,2,9,7.2
S3393,Omar,Johnson,1,21,2,,67.67,90.22,60.93,52.97,3.46,88.05,75.92,3.0,28.2,0,1,1,0,9,5.2
S3394,Ahmed,Brown,1,18,1,,67.67,65.04,,94.25,0.28,98.41,50.49,4.0,19.1,1,1,1,2,8,6.4
S3395,Maria,Davis,1,19,1,,88.65,87.82,62.77,73.94,4.61,96.79,55.18,4.0,22.4,1,1,2,2,9,7.6
S3396,Maria,Davis,0,23,2,80.41,89.47,71.87,60.12,86.87,5.71,60.7,89.42,3.0,26.5,0,1,1,2,4,7.4
S3397,John,Brown,1,21,1,81.2,85.56,68.83,63.79,50.73,2.48,73.25,69.49,1.0,15.9,0,1,4,2,9,5.2
S3398,John,Jones,0,21,0,71.95,61.93,88.41,50.14,74.41,7.66,95.57,52.27,2.0,27.0,0,1,4,1,4,7.2
S3399,Maria,Brown,0,21,2,74.33,44.32,65.41,78.51,66.29,3.71,82.04,91.28,4.0,14.3,0,1,1,1,5,5.7
S3400,Ahmed,Davis,0,20,2,97.98,60.97,88.12,69.37,51.52,7.49,73.19,65.13,4.0,12.7,0,1,4,1,6,6.3
S3401,Maria,Davis,1,20,2,86.63,80.79,46.04,94.93,88.78,5.79,55.45,69.31,3.0,29.6,1,1,4,1,7,7.3
S3402,Omar,Jones,1,24,2,55.53,82.16,78.18,52.04,75.65,8.69,67.59,98.72,1.0,5.8,0,1,0,2,3,6.9
S3403,Ahmed,Brown,1,21,1,60.61,97.9,82.16,52.16,66.66,5.47,83.26,50.78,4.0,13.0,0,1,4,2,2,7.6
S3404,John,Smith,0,23,0,98.78,67.22,93.95,94.29,90.29,1.86,88.85,86.07,4.0,16.5,0,1,4,2,5,5.9
S3405,Ali,Smith,0,22,3,86.32,77.95,53.46,56.33,72.35,8.23,72.36,97.44,4.0,12.8,0,1,4,0,10,7.8
S3406,Emma,Jones,1,23,1,95.75,72.35,76.25,50.11,50.17,7.83,52.79,53.19,3.0,12.1,0,1,1,2,3,4.1
S3407,Omar,Brown,0,20,1,65.19,49.04,66.0,58.95,97.22,9.72,81.66,93.3,2.0,14.3,0,1,0,1,3,4.9
S3408,Omar,Brown,1,19,1,87.09,67.67,62.97,91.19,62.78,0.94,96.08,70.81,4.0,15.0,0,1,0,1,7,8.9
S3409,Liam,Johnson,1,24,2,85.7,72.69,46.4,90.14,91.53,5.91,74.82,93.9,3.0,6.8,0,1,4,1,6,4.4
S3410,John,Davis,1,20,2,64.73,97.04,48.05,67.01,90.82,4.92,96.42,65.41,4.0,24.4,1,1,1,0,3,7.3
S3411,John,Williams,1,22,0,77.54,61.99,90.22,83.4,58.12,6.71,67.71,99.13,2.0,9.2,1,1,3,2,7,8.6
S3412,Sara,Jones,0,18,0,81.37,98.81,84.99,,73.7,9.8,94.32,82.35,2.0,6.0,0,1,1,0,10,8.3
S3413,Omar,Williams,1,24,2,74.06,72.54,62.94,95.24,52.01,5.32,89.32,81.35,1.0,19.8,1,1,3,1,10,8.6
S3414,Sara,Williams,1,20,2,91.36,54.55,89.71,,67.73,6.86,98.09,90.3,4.0,21.7,1,1,1,2,6,8.9
S3415,Sara,Jones,1,23,2,91.64,51.5,44.85,90.66,86.55,3.47,89.55,71.83,4.0,24.0,0,1,4,2,1,5.8
S3416,Emma,Brown,1,24,2,,48.5,77.49,58.53,61.85,2.99,66.07,62.93,3.0,7.2,0,0,4,0,5,5.7
S3417,Sara,Jones,1,23,2,90.17,67.18,92.09,69.58,55.86,3.35,95.03,63.15,4.0,9.3,0,1,4,2,4,4.6
S3418,Ahmed,Williams,1,21,2,74.4,41.32,90.33,59.6,75.36,0.39,83.49,66.53,1.0,9.6,0,1,2,2,3,5.0
S3419,Maria,Davis,1,21,2,,66.7,62.37,85.13,76.85,2.85,58.1,80.87,0.0,19.8,1,1,4,0,3,7.3
S3420,Ali,Davis,0,21,2,91.57,99.3,84.71,83.92,83.79,1.73,52.3,91.92,4.0,27.2,0,1,0,0,8,5.7
S3421,John,Davis,0,24,2,74.51,80.21,65.65,77.39,87.96,4.57,68.29,74.98,0.0,22.7,0,1,4,1,3,5.7
S3422,Ahmed,Brown,0,18,0,62.32,85.59,90.41,84.91,84.79,4.61,89.34,70.17,4.0,12.9,0,1,4,2,2,7.2
S3423,Ali,Smith,0,22,2,75.37,47.14,71.85,81.98,92.27,7.65,80.91,89.69,0.0,26.3,0,1,3,1,5,4.5
S3424,Omar,Jones,1,24,2,57.09,68.39,85.89,,61.15,5.02,76.36,64.48,2.0,21.7,0,0,0,0,10,4.3
S3425,Omar,Davis,0,19,2,,57.17,44.71,61.97,78.49,4.63,50.19,84.45,1.0,22.2,1,1,3,0,3,8.0
S3426,Omar,Jones,0,23,2,66.8,93.65,75.4,71.45,68.0,2.32,71.78,55.29,3.0,28.9,0,1,4,2,10,7.9
S3427,Ahmed,Davis,0,23,1,63.03,50.88,73.02,57.58,98.11,8.52,57.89,55.66,3.0,28.8,0,1,4,0,3,5.9
S3428,Ahmed,Brown,1,24,1,97.83,67.52,76.6,71.48,72.01,0.91,72.73,82.2,4.0,14.6,1,1,4,2,8,7.0
S3429,John,Smith,0,24,2,88.84,75.28,81.74,85.08,97.99,9.82,99.59,54.14,3.0,20.9,1,1,4,2,9,5.2
S3430,Maria,Smith,0,22,2,89.35,70.84,95.09,84.57,88.45,4.76,93.98,57.75,3.0,10.1,0,1,3,2,2,5.8
S3431,Liam,Davis,1,18,3,,89.81,87.14,85.47,85.92,1.86,65.53,81.22,3.0,15.3,1,1,2,2,1,4.2
S3432,Sara,Brown,0,24,1,91.96,53.89,53.18,65.44,74.58,3.54,79.68,71.91,3.0,11.8,0,1,4,0,8,5.4
S3433,Omar,Johnson,1,21,1,87.96,62.64,89.55,83.11,72.17,0.15,75.1,78.06,4.0,14.2,0,1,4,1,10,4.1
S3434,Emma,Jones,0,22,1,79.94,87.53,47.32,,76.33,1.67,56.5,98.85,4.0,21.9,1,1,3,0,10,6.1
S3435,Maria,Jones,1,19,1,98.06,71.68,77.33,97.22,64.68,3.35,99.49,81.6,3.0,10.3,0,1,4,1,6,6.6
S3436,Emma,Williams,0,21,0,59.58,64.13,92.97,,95.23,5.54,71.26,79.54,0.0,9.5,0,1,1,2,9,6.5
S3437,John,Brown,0,19,1,97.17,41.77,46.07,80.15,89.72,1.29,75.28,69.01,4.0,14.5,0,1,3,1,1,5.7
S3438,John,Williams,0,20,2,70.07,85.2,90.98,87.51,90.07,6.76,82.38,81.54,0.0,7.5,0,1,3,1,5,5.0
S3439,John,Davis,1,19,2,76.42,98.33,87.92,95.32,71.66,8.44,59.58,50.65,0.0,25.3,0,1,4,0,5,6.3
S3440,Ali,Williams,0,21,2,,77.22,70.23,71.9,53.55,5.72,61.11,77.87,1.0,29.0,1,0,3,2,3,8.3
S3441,Emma,Smith,1,20,0,77.01,91.39,58.53,68.02,84.15,2.97,59.63,53.44,3.0,25.0,1,1,0,2,2,8.9
S3442,Maria,Jones,1,21,2,80.56,71.01,64.33,71.5,68.72,1.21,69.22,61.01,4.0,18.3,0,1,1,2,9,5.6
S3443,Liam,Williams,1,23,1,99.89,53.9,98.12,,93.52,0.16,59.98,78.16,3.0,21.9,0,1,0,2,7,8.9
S3444,Maria,Smith,1,21,0,,40.87,52.1,,89.02,7.32,96.32,83.4,1.0,25.1,1,1,0,2,9,6.2
S3445,Ahmed,Brown,0,20,0,98.32,79.2,74.78,96.64,57.27,6.28,85.72,69.24,3.0,6.7,0,1,4,2,3,7.1
S3446,Ahmed,Williams,0,19,1,67.42,69.59,44.99,56.3,80.09,4.76,94.89,70.95,0.0,15.5,1,1,3,0,1,8.0
S3447,Omar,Davis,0,23,1,99.56,86.93,53.07,78.05,84.61,1.02,92.42,74.9,4.0,8.6,0,1,1,0,2,5.8
S3448,Liam,Davis,1,18,1,72.77,81.68,85.8,94.88,78.41,2.07,85.16,87.95,2.0,7.3,1,1,1,1,6,5.0
S3449,Ahmed,Davis,0,18,1,,99.28,58.16,55.01,75.7,8.15,62.14,50.88,0.0,24.0,0,1,1,2,6,5.4
S3450,John,Jones,1,18,3,,70.62,99.15,,61.39,4.8,80.77,72.35,0.0,26.5,0,1,0,2,2,8.2
S3451,Maria,Williams,1,18,2,75.29,65.63,70.05,93.26,61.8,9.63,59.31,50.71,3.0,7.1,0,1,1,1,9,8.7
S3452,Emma,Brown,1,22,1,98.3,57.2,70.99,95.02,88.4,10.0,56.62,65.96,4.0,9.5,0,1,1,0,10,4.6
S3453,John,Williams,0,18,0,97.35,68.61,42.18,75.72,50.93,8.01,81.63,75.99,4.0,10.5,0,1,4,1,1,7.5
S3454,Ali,Jones,0,20,2,84.19,92.37,97.39,51.25,88.95,2.58,81.23,54.0,1.0,26.4,1,1,4,1,4,4.2
S3455,Ahmed,Smith,1,24,1,89.89,42.55,50.45,55.28,76.34,2.31,57.83,74.26,3.0,27.8,1,1,0,1,4,8.4
S3456,John,Jones,0,18,3,,98.67,72.3,79.34,96.81,2.54,67.62,96.23,2.0,24.1,0,1,0,0,1,8.3
S3457,John,Davis,0,21,0,86.08,99.6,63.74,56.19,99.87,9.87,53.31,84.27,4.0,24.9,1,1,4,2,5,7.9
S3458,Ali,Smith,1,24,0,80.9,75.87,64.94,57.47,83.17,3.35,85.79,89.11,0.0,13.6,1,1,2,1,6,8.1
S3459,Sara,Davis,1,18,2,54.58,59.89,78.6,88.61,70.61,7.06,99.37,79.02,1.0,15.2,0,1,2,2,9,7.0
S3460,Maria,Johnson,0,24,0,55.66,53.38,79.73,87.53,73.75,9.59,87.0,94.82,1.0,12.0,0,1,3,1,8,4.7
S3461,Emma,Jones,1,19,1,55.42,56.59,49.26,92.14,60.21,8.2,92.21,57.34,1.0,29.0,0,1,3,1,4,8.6
S3462,Omar,Jones,1,20,2,86.22,43.01,69.98,55.29,54.96,5.98,73.82,72.49,4.0,23.2,0,1,0,0,6,4.7
S3463,Sara,Brown,0,20,3,57.09,68.51,87.43,59.91,78.94,1.69,54.78,79.85,1.0,13.5,0,1,4,0,7,5.1
S3464,Ahmed,Williams,0,24,1,,43.44,66.6,91.65,90.27,1.75,86.33,93.67,4.0,8.4,1,1,2,0,6,6.2
S3465,John,Smith,1,23,0,,83.11,49.95,86.05,63.09,4.92,62.83,65.4,2.0,9.9,0,1,3,1,5,6.5
S3466,Liam,Smith,0,22,2,77.53,62.32,58.79,90.3,70.98,9.52,69.41,50.06,0.0,10.1,1,1,2,2,1,4.5
S3467,Ali,Brown,1,21,1,85.32,51.96,52.74,99.49,77.74,9.04,85.15,98.72,4.0,20.4,1,0,2,1,7,7.8
S3468,Ali,Brown,1,24,0,84.24,72.69,47.55,93.22,95.39,1.66,95.24,51.3,1.0,27.6,0,1,0,2,7,4.7
S3469,Liam,Williams,0,20,1,75.78,98.43,62.65,76.02,56.93,2.88,74.31,57.62,4.0,26.7,0,1,3,0,5,7.3
S3470,Maria,Davis,1,19,2,73.22,81.71,72.46,,61.84,5.89,98.08,71.1,2.0,6.7,0,1,4,1,9,6.3
S3471,Sara,Williams,1,18,1,69.89,69.5,44.37,78.48,95.93,4.77,76.0,74.82,2.0,22.7,1,1,4,2,3,8.1
S3472,Omar,Jones,1,20,3,93.1,86.61,76.23,81.93,51.98,1.19,56.13,91.72,4.0,9.2,0,1,4,2,1,5.5
S3473,Maria,Davis,0,19,1,66.54,84.25,99.58,66.77,82.81,3.69,75.92,72.39,4.0,12.8,1,1,2,2,5,8.2
S3474,Liam,Johnson,0,18,1,62.97,93.5,97.85,,81.98,9.55,93.03,77.37,3.0,18.6,0,1,0,1,4,5.3
S3475,John,Williams,0,22,1,87.17,52.28,89.75,54.64,69.16,9.51,76.9,60.0,4.0,26.0,0,1,1,1,6,6.9
S3476,Liam,Brown,1,20,3,67.99,91.53,55.98,88.97,73.41,5.59,87.39,78.46,2.0,10.9,0,0,4,2,2,6.4
S3477,Maria,Davis,1,20,0,92.35,58.06,41.34,51.6,92.75,6.35,77.4,67.42,3.0,26.8,0,1,3,2,5,5.8
S3478,Emma,Williams,0,24,0,66.39,96.46,90.01,74.9,58.25,2.22,77.3,54.94,0.0,23.4,0,1,2,2,8,4.1
S3479,Ali,Smith,0,24,2,85.1,56.86,43.34,93.07,61.58,7.42,64.24,97.32,4.0,21.9,1,1,2,1,8,6.0
S3480,Ali,Johnson,0,19,2,52.26,95.61,52.34,54.32,75.62,0.52,60.06,54.08,0.0,8.3,0,1,3,1,2,4.6
S3481,Ahmed,Jones,1,23,1,69.28,97.83,72.67,75.89,70.49,2.21,63.95,83.89,2.0,16.9,1,1,2,0,3,5.1
S3482,Ahmed,Smith,0,24,2,67.16,48.73,50.7,57.97,78.72,0.06,72.04,95.41,4.0,11.9,0,1,0,1,9,7.4
S3483,Liam,Smith,1,21,1,90.83,98.47,90.03,,96.04,3.86,90.48,58.96,4.0,19.7,0,0,3,2,7,6.9
S3484,Omar,Johnson,0,22,3,98.35,45.14,86.63,91.62,95.86,8.5,91.45,61.86,4.0,21.8,0,1,3,2,9,6.6
S3485,John,Jones,1,21,0,,53.11,85.35,96.7,61.5,9.83,58.17,71.34,1.0,6.6,0,0,4,1,4,6.8
S3486,Emma,Brown,1,20,2,91.24,66.65,88.97,93.75,65.11,6.68,77.64,64.73,3.0,21.1,0,1,2,2,7,4.6
S3487,Sara,Davis,0,21,1,84.98,99.62,53.18,86.83,58.1,7.45,70.8,87.95,4.0,17.5,0,1,4,0,7,4.8
S3488,Maria,Jones,1,18,0,98.37,69.31,83.73,59.24,96.39,2.63,78.55,66.91,3.0,26.0,1,1,2,1,7,6.7
S3489,Omar,Williams,0,22,1,90.56,73.02,61.32,65.13,69.89,5.2,82.38,99.29,4.0,24.8,0,1,1,2,10,6.0
S3490,John,Smith,1,21,1,53.87,81.67,80.01,74.84,72.49,7.37,63.98,92.94,1.0,15.3,1,1,3,1,5,6.3
S3491,Ahmed,Williams,1,18,1,85.66,98.1,47.32,,90.13,4.97,95.96,94.77,4.0,29.4,1,1,4,0,6,8.4
S3492,Liam,Brown,0,19,2,76.77,87.0,82.34,89.11,75.65,0.89,96.77,53.18,4.0,19.7,1,1,4,1,4,4.9
S3493,Maria,Williams,1,21,0,50.82,53.45,98.33,61.35,55.99,7.41,55.27,58.82,2.0,29.1,0,1,4,1,9,8.6
S3494,Ahmed,Jones,0,22,1,62.57,58.18,42.62,56.41,71.89,2.2,85.15,58.47,3.0,23.0,1,1,4,1,4,8.3
S3495,Liam,Williams,0,18,1,96.09,45.86,45.63,74.13,81.53,0.98,51.66,83.6,4.0,15.2,0,1,1,1,9,8.5
S3496,Maria,Brown,0,21,2,,78.67,47.42,57.89,85.96,4.78,52.33,50.6,4.0,10.8,0,1,3,2,9,7.2
S3497,Sara,Brown,1,19,0,89.94,50.84,65.83,84.69,82.27,0.75,97.89,90.32,3.0,16.6,0,1,0,2,5,8.3
S3498,John,Brown,1,21,1,,55.44,57.45,,55.96,6.29,84.74,77.35,4.0,28.4,0,1,2,2,9,9.0
S3499,Maria,Jones,1,18,1,90.33,93.29,88.42,87.06,65.22,6.4,66.23,78.32,4.0,8.3,0,1,3,0,9,6.4
S3500,Emma,Brown,0,21,3,50.51,59.61,68.43,53.17,86.68,2.57,83.49,76.87,0.0,16.5,0,1,2,1,3,8.3
S3501,Omar,Smith,0,22,3,64.39,74.0,69.07,98.23,94.01,9.65,92.29,76.77,0.0,13.7,0,1,4,2,3,8.5
S3502,Ali,Brown,1,20,3,51.53,63.85,83.02,50.0,52.36,8.24,93.55,59.89,2.0,26.7,0,1,0,1,4,5.5
S3503,Emma,Williams,1,18,0,54.71,44.44,61.72,66.27,52.11,1.1,51.03,64.16,0.0,25.1,1,1,2,2,8,6.2
S3504,Emma,Davis,0,18,1,60.94,61.77,61.19,83.98,82.17,7.49,90.91,74.38,0.0,18.8,1,1,2,0,3,6.9
S3505,Omar,Williams,1,18,1,75.18,64.48,85.42,52.26,77.4,3.53,92.66,83.89,0.0,15.4,0,1,2,0,2,5.7
S3506,Ali,Davis,0,18,1,92.38,93.74,86.8,54.17,57.77,7.5,79.78,63.6,4.0,22.1,1,1,0,2,6,5.6
S3507,Emma,Williams,1,21,1,93.1,59.47,40.86,53.83,77.41,8.01,74.0,90.31,4.0,28.8,0,1,0,0,3,5.9
S3508,Maria,Jones,0,22,3,80.81,62.75,48.63,,98.72,1.51,55.55,90.53,3.0,7.5,1,1,0,2,9,6.1
S3509,Maria,Williams,1,19,0,96.41,86.97,52.79,94.8,81.55,6.62,61.98,63.69,4.0,27.5,0,1,4,0,10,5.3
S3510,Maria,Jones,1,22,0,75.0,85.54,61.1,,72.46,8.63,74.52,78.0,1.0,12.4,1,1,2,0,9,6.4
S3511,Ali,Jones,0,18,1,,87.9,57.49,80.18,91.38,3.23,93.25,67.45,0.0,5.1,0,1,3,1,10,7.9
S3512,Emma,Brown,0,23,3,72.7,97.23,80.11,67.3,60.64,0.8,90.16,59.53,2.0,23.5,0,1,4,2,6,7.1
S3513,Liam,Smith,0,21,0,63.86,87.73,89.69,50.94,70.72,0.27,74.8,90.3,2.0,24.7,0,1,4,1,5,5.9
S3514,Ali,Davis,1,23,1,95.82,64.46,51.53,51.08,76.39,1.1,89.28,99.57,4.0,12.6,0,1,4,1,2,4.8
S3515,Maria,Brown,0,21,0,69.4,89.29,73.78,94.42,75.23,0.04,88.29,78.29,0.0,24.5,1,1,0,2,8,8.1
S3516,Omar,Brown,0,18,1,75.17,70.52,62.07,55.13,96.05,3.27,78.95,95.7,1.0,25.0,0,1,4,1,3,6.6
S3517,Emma,Jones,1,21,1,66.44,56.66,70.35,,64.63,2.99,61.02,82.11,1.0,21.9,0,1,2,1,5,8.9
S3518,Emma,Jones,0,18,2,83.14,58.18,77.25,58.22,52.83,1.1,67.4,78.29,3.0,6.0,1,1,0,2,10,5.3
S3519,Ahmed,Davis,0,22,2,99.75,53.43,93.62,83.73,95.82,6.51,58.2,74.01,4.0,21.7,1,1,2,1,4,4.9
S3520,Ahmed,Williams,0,24,1,,48.7,51.54,97.45,60.85,9.92,50.36,61.79,2.0,28.3,0,1,3,0,3,4.0
S3521,Sara,Williams,1,20,1,94.99,51.07,45.22,68.11,68.95,9.01,54.03,54.21,3.0,20.5,0,1,4,0,3,4.4
S3522,Liam,Brown,1,21,3,50.2,43.79,77.63,86.72,76.54,2.53,87.98,72.12,0.0,14.2,0,1,2,0,9,5.9
S3523,Liam,Johnson,1,18,2,68.21,93.31,63.65,67.54,98.79,7.7,51.67,78.07,3.0,19.1,0,0,4,0,2,5.0
S3524,John,Johnson,0,23,0,58.43,95.86,49.77,65.25,76.76,9.37,69.99,75.47,2.0,29.8,0,1,0,2,3,4.2
S3525,Liam,Williams,1,18,1,87.87,75.21,47.03,60.09,72.39,9.06,99.29,84.78,3.0,16.8,0,1,2,2,5,5.1
S3526,Ahmed,Johnson,0,23,1,52.53,90.43,73.53,91.05,79.18,8.85,89.76,59.6,2.0,26.0,0,1,1,1,4,7.6
S3527,Ali,Williams,0,21,1,77.67,51.01,58.03,,98.54,7.86,87.53,67.71,3.0,8.5,1,1,2,1,9,7.7
S3528,Liam,Jones,0,19,1,64.75,94.1,99.85,64.16,90.9,2.93,63.74,70.78,1.0,6.4,1,1,4,2,5,4.7
S3529,Ahmed,Brown,1,23,1,56.68,70.38,64.35,99.95,58.45,0.84,82.09,59.33,0.0,14.8,0,1,0,2,10,8.7
S3530,Sara,Smith,1,18,1,,44.03,52.74,66.37,90.16,4.88,74.94,95.32,0.0,8.4,1,0,4,1,5,4.8
S3531,Emma,Brown,0,21,2,60.87,48.48,77.73,71.14,92.05,0.55,81.19,84.08,4.0,13.3,0,1,4,1,7,4.4
S3532,Liam,Williams,0,18,1,61.18,58.54,54.66,99.5,84.53,9.98,71.79,54.59,1.0,22.9,0,1,4,1,4,4.8
S3533,Sara,Williams,1,19,0,63.75,42.61,69.65,68.47,82.86,3.58,76.55,85.64,1.0,16.1,0,0,4,1,5,4.7
S3534,Emma,Brown,1,20,1,79.34,58.56,68.95,68.31,72.04,9.58,99.42,77.39,3.0,13.0,0,1,4,0,1,7.2
S3535,Omar,Davis,1,24,2,82.98,43.6,67.21,91.39,82.08,7.73,66.47,76.2,1.0,27.3,0,1,2,2,7,4.8
S3536,Omar,Williams,0,24,1,50.88,54.16,87.77,65.6,86.88,4.11,60.82,99.49,0.0,5.2,0,1,4,1,4,7.2
S3537,Emma,Johnson,1,19,2,62.09,55.94,53.0,61.69,56.14,1.18,72.42,80.91,2.0,25.4,0,1,0,1,2,5.4
S3538,Liam,Johnson,1,22,1,,99.66,94.26,,62.87,2.37,76.22,94.84,2.0,20.5,0,1,1,1,7,5.2
S3539,John,Williams,1,21,3,66.6,54.13,87.48,85.03,59.7,6.73,54.28,95.68,3.0,6.2,0,1,1,2,8,8.5
S3540,Ahmed,Williams,0,19,0,94.21,54.35,59.99,52.16,92.06,8.3,90.3,55.07,4.0,5.9,0,1,0,1,9,5.1
S3541,Ali,Davis,1,20,2,89.39,81.21,50.84,68.7,84.0,9.79,71.1,50.42,4.0,9.3,1,1,4,2,8,8.3
S3542,Ali,Johnson,0,18,1,81.29,91.56,56.77,67.31,72.54,1.32,70.66,71.76,0.0,29.4,0,1,3,2,8,5.5
S3543,Maria,Williams,0,21,2,66.9,63.22,59.96,62.24,91.3,1.56,82.94,88.46,1.0,7.1,1,1,1,1,8,9.0
S3544,Emma,Williams,0,23,0,85.03,92.54,73.42,82.71,85.84,0.42,88.66,91.21,4.0,23.5,0,1,2,2,7,8.9
S3545,Ali,Davis,1,19,1,92.18,60.41,42.78,64.5,95.68,2.6,99.3,89.37,4.0,15.0,0,1,1,2,2,8.1
S3546,Liam,Davis,1,20,2,79.74,51.82,94.86,80.34,53.84,8.21,58.68,72.36,3.0,10.9,1,1,3,0,2,8.3
S3547,John,Brown,1,19,0,89.22,59.78,45.92,75.22,75.46,1.98,67.28,87.5,4.0,19.4,0,1,0,2,9,8.1
S3548,Emma,Davis,0,22,0,87.46,76.56,56.76,60.86,85.34,5.48,58.41,85.94,4.0,14.2,0,1,4,2,1,7.1
S3549,John,Smith,1,24,0,78.59,62.03,46.56,63.33,60.37,4.46,94.04,65.69,2.0,12.8,0,1,4,2,1,8.0
S3550,Liam,Johnson,0,24,0,,80.37,55.4,58.53,66.36,3.26,77.42,58.44,1.0,11.0,0,1,0,1,7,7.1
S3551,Ali,Brown,1,21,3,87.29,54.22,90.26,52.83,70.95,6.18,92.62,81.07,4.0,16.4,0,1,4,0,10,8.2
S3552,Ali,Smith,1,18,2,60.34,82.06,76.91,80.96,89.72,5.02,99.26,83.85,2.0,9.2,0,1,0,2,6,8.7
S3553,Maria,Williams,1,20,2,,60.85,53.64,83.64,74.68,3.35,77.51,78.4,0.0,26.3,0,1,0,2,6,7.8
S3554,Ali,Williams,1,19,0,90.23,67.35,92.31,58.3,74.64,6.89,55.91,60.66,4.0,19.8,0,1,1,2,8,8.8
S3555,Emma,Brown,0,21,2,91.11,73.46,88.04,80.77,71.54,2.8,68.06,63.83,4.0,6.6,1,1,2,1,4,6.2
S3556,Liam,Davis,0,19,3,73.65,81.17,85.22,99.1,61.43,6.43,51.81,85.42,2.0,16.4,0,0,4,0,5,8.6
S3557,Omar,Williams,0,21,1,59.62,54.32,90.86,53.72,96.15,9.57,92.47,98.13,2.0,20.7,0,0,1,0,5,5.1
S3558,Liam,Jones,0,24,1,54.99,90.16,77.18,74.52,65.89,7.29,50.89,97.24,1.0,26.5,0,0,3,1,6,4.2
S3559,Emma,Brown,1,22,1,87.17,83.31,70.09,86.65,78.37,4.18,79.61,75.98,3.0,5.6,0,1,1,2,1,4.6
S3560,Emma,Smith,0,19,1,94.31,54.05,62.44,52.3,57.44,7.48,55.31,94.33,4.0,16.4,0,1,1,1,4,4.8
